Episode,Word,Score
Ep1,jumping,0.009148768742898206
Ep1,xi,0.009148768742898206
Ep1,average,0.009148768742898206
Ep1,ig,0.009148768742898206
Ep1,someone,0.00932041484923135
Ep1,striker,0.00932041484923135
Ep1,two,0.00932041484923135
Ep1,please,0.00932041484923135
Ep1,third,0.00932041484923135
Ep1,without,0.009966552969074186
Ep1,sport,0.009966552969074186
Ep1,shot,0.009966552969074186
Ep1,sad,0.009966552969074186
Ep1,able,0.009966552969074186
Ep1,anyway,0.009966552969074186
Ep1,half,0.009966552969074186
Ep1,movement,0.009966552969074186
Ep1,bro,0.009966552969074186
Ep1,face,0.009966552969074186
Ep1,interesting,0.009966552969074186
Ep1,hard,0.009966552969074186
Ep1,made,0.009966552969074186
Ep1,greatest,0.010121549069434072
Ep1,obsession,0.010121549069434072
Ep1,super,0.0106644353040007
Ep1,talk,0.0106644353040007
Ep1,cgi,0.0106644353040007
Ep1,gotta,0.0106644353040007
Ep1,completely,0.0106644353040007
Ep1,course,0.0106644353040007
Ep1,seishiro,0.011375681033947344
Ep1,sense,0.011423076593178006
Ep1,sequence,0.011423076593178006
Ep1,expect,0.011423076593178006
Ep1,fact,0.011423076593178006
Ep1,aiku,0.011423076593178006
Ep1,fuck,0.011423076593178006
Ep1,full,0.011423076593178006
Ep1,literally,0.011423076593178006
Ep1,chance,0.011423076593178006
Ep1,oliver,0.011423076593178006
Ep1,matter,0.011423076593178006
Ep1,using,0.011423076593178006
Ep1,nd,0.011423076593178006
Ep1,slideshow,0.011423076593178006
Ep1,moving,0.011423076593178006
Ep1,slide,0.011423076593178006
Ep1,must,0.012254074103849417
Ep1,movie,0.012254074103849417
Ep1,solid,0.012254074103849417
Ep1,used,0.012254074103849417
Ep1,choice,0.012254074103849417
Ep1,close,0.012254074103849417
Ep1,btw,0.012254074103849417
Ep1,surprise,0.012254074103849417
Ep1,thanks,0.012254074103849417
Ep1,powerpoint,0.012254074103849417
Ep1,agree,0.012254074103849417
Ep1,huge,0.012254074103849417
Ep1,fmmatron,0.013078311976393454
Ep1,view,0.013078311976393454
Ep1,stuff,0.013078311976393454
Ep1,level,0.013078311976393454
Ep1,piece,0.013078311976393454
Ep1,wont,0.013078311976393454
Ep1,lmao,0.013078311976393454
Ep1,around,0.013078311976393454
Ep1,usual,0.013172699233027245
Ep1,case,0.013172699233027245
Ep1,trash,0.013172699233027245
Ep1,chill,0.013172699233027245
Ep1,hair,0.013172699233027245
Ep1,wild,0.013172699233027245
Ep1,remember,0.013172699233027245
Ep1,hit,0.013172699233027245
Ep1,dropped,0.013172699233027245
Ep1,surprised,0.013172699233027245
Ep1,wanted,0.013172699233027245
Ep1,waiting,0.013172699233027245
Ep1,idea,0.013172699233027245
Ep1,short,0.013172699233027245
Ep1,genuinely,0.013172699233027245
Ep1,absolute,0.013172699233027245
Ep1,aint,0.013980622273847025
Ep1,nicely,0.013980622273847025
Ep1,almost,0.013980622273847025
Ep1,cool,0.013980622273847025
Ep1,anything,0.013980622273847025
Ep1,voice,0.014199634756921148
Ep1,disappointing,0.014199634756921148
Ep1,serious,0.014199634756921148
Ep1,slow,0.014199634756921148
Ep1,mid,0.014199634756921148
Ep1,note,0.014199634756921148
Ep1,plot,0.014199634756921148
Ep1,heard,0.014199634756921148
Ep1,plus,0.014199634756921148
Ep1,who,0.014199634756921148
Ep1,ready,0.014199634756921148
Ep1,shown,0.014199634756921148
Ep1,forget,0.014199634756921148
Ep1,hold,0.014199634756921148
Ep1,cause,0.014199634756921148
Ep1,opinion,0.014199634756921148
Ep1,decided,0.014199634756921148
Ep1,care,0.014949829453611278
Ep1,barely,0.014949829453611278
Ep1,making,0.014949829453611278
Ep1,buzzword,0.015363878231178341
Ep1,national,0.015363878231178341
Ep1,alongside,0.015363878231178341
Ep1,introduction,0.015363878231178341
Ep1,fantastic,0.015363878231178341
Ep1,extremely,0.015363878231178341
Ep1,leading,0.015363878231178341
Ep1,panel,0.015363878231178341
Ep1,battle,0.015363878231178341
Ep1,theyve,0.015363878231178341
Ep1,direction,0.015363878231178341
Ep1,difference,0.015363878231178341
Ep1,old,0.015363878231178341
Ep1,refuse,0.015363878231178341
Ep1,member,0.015363878231178341
Ep1,prove,0.015363878231178341
Ep1,infested,0.015363878231178341
Ep1,peak,0.01599665295600105
Ep1,move,0.01599665295600105
Ep1,maybe,0.01599665295600105
Ep1,left,0.01599665295600105
Ep1,despite,0.01599665295600105
Ep1,talking,0.01599665295600105
Ep1,amazing,0.01599665295600105
Ep1,along,0.016707898685947693
Ep1,incredibly,0.016707898685947693
Ep1,egoist,0.016707898685947693
Ep1,jinpachi,0.016707898685947693
Ep1,deserves,0.016707898685947693
Ep1,limited,0.016707898685947693
Ep1,crush,0.016707898685947693
Ep1,baby,0.016707898685947693
Ep1,obviously,0.016707898685947693
Ep1,soo,0.016707898685947693
Ep1,glimpse,0.016707898685947693
Ep1,perspective,0.016707898685947693
Ep1,writing,0.016707898685947693
Ep1,unless,0.016707898685947693
Ep1,drive,0.016707898685947693
Ep1,whats,0.01713461488976701
Ep1,brother,0.01713461488976701
Ep1,fun,0.01713461488976701
Ep1,starting,0.01713461488976701
Ep1,as,0.01713461488976701
Ep1,mostly,0.01713461488976701
Ep1,clear,0.01713461488976701
Ep1,trying,0.01713461488976701
Ep1,effect,0.01713461488976701
Ep1,whatever,0.01713461488976701
Ep1,forgot,0.01713461488976701
Ep1,tbh,0.01713461488976701
Ep1,worst,0.01713461488976701
Ep1,since,0.017437749301857937
Ep1,additional,0.017437749301857937
Ep1,definitely,0.017437749301857937
Ep1,give,0.017437749301857937
Ep1,every,0.017437749301857937
Ep1,comment,0.017437749301857937
Ep1,boy,0.017437749301857937
Ep1,hyped,0.017437749301857937
Ep1,shidou,0.017437749301857937
Ep1,hasnt,0.018297537485796413
Ep1,anyone,0.018297537485796413
Ep1,chosen,0.018297537485796413
Ep1,rins,0.018381111155774125
Ep1,focus,0.018381111155774125
Ep1,try,0.018381111155774125
Ep1,pm,0.018381111155774125
Ep1,loved,0.0186408296984627
Ep1,isagis,0.0186408296984627
Ep1,seeing,0.0186408296984627
Ep1,tho,0.0186408296984627
Ep1,never,0.0186408296984627
Ep1,felt,0.0186408296984627
Ep1,football,0.0186408296984627
Ep1,put,0.0186408296984627
Ep1,drop,0.019759048849540866
Ep1,improvement,0.019759048849540866
Ep1,improved,0.019759048849540866
Ep1,sound,0.019759048849540866
Ep1,acting,0.019759048849540866
Ep1,became,0.019759048849540866
Ep1,worth,0.019759048849540866
Ep1,animator,0.019759048849540866
Ep1,st,0.019759048849540866
Ep1,disappointed,0.019759048849540866
Ep1,hell,0.01993310593814837
Ep1,less,0.01993310593814837
Ep1,dude,0.01993310593814837
Ep1,everything,0.01993310593814837
Ep1,sae,0.01993310593814837
Ep1,series,0.01993310593814837
Ep1,dogshit,0.020243098138868144
Ep1,artstyle,0.020243098138868144
Ep1,ending,0.02129945213538172
Ep1,personality,0.02129945213538172
Ep1,amount,0.02129945213538172
Ep1,visual,0.02129945213538172
Ep1,japanese,0.02129945213538172
Ep1,idk,0.02129945213538172
Ep1,spot,0.02129945213538172
Ep1,ahh,0.02129945213538172
Ep1,low,0.02129945213538172
Ep1,although,0.0213288706080014
Ep1,okay,0.0213288706080014
Ep1,saying,0.0213288706080014
Ep1,mention,0.0213288706080014
Ep1,thought,0.021797186627322423
Ep1,high,0.021797186627322423
Ep1,list,0.021797186627322423
Ep1,yet,0.021797186627322423
Ep1,power,0.021797186627322423
Ep1,nice,0.021797186627322423
Ep1,little,0.021797186627322423
Ep1,pretty,0.021797186627322423
Ep1,excited,0.021797186627322423
Ep1,ive,0.021797186627322423
Ep1,work,0.02284615318635601
Ep1,liked,0.02284615318635601
Ep1,awesome,0.02284615318635601
Ep1,ok,0.02284615318635601
Ep1,name,0.02304581734676751
Ep1,trait,0.02304581734676751
Ep1,twitter,0.02304581734676751
Ep1,challenge,0.02304581734676751
Ep1,happens,0.02304581734676751
Ep1,kind,0.023301037123078377
Ep1,he,0.023301037123078377
Ep1,theyre,0.023301037123078377
Ep1,overall,0.023301037123078377
Ep1,action,0.023301037123078377
Ep1,quite,0.024508148207698834
Ep1,vibe,0.024508148207698834
Ep1,taste,0.024508148207698834
Ep1,started,0.024508148207698834
Ep1,visuals,0.024508148207698834
Ep1,wasnt,0.024916382422685464
Ep1,final,0.024916382422685464
Ep1,many,0.024916382422685464
Ep1,instead,0.024916382422685464
Ep1,stop,0.024916382422685464
Ep1,detail,0.02506184802892154
Ep1,complaint,0.02506184802892154
Ep1,captain,0.02506184802892154
Ep1,return,0.02506184802892154
Ep1,th,0.02506184802892154
Ep1,problem,0.02506184802892154
Ep1,song,0.02506184802892154
Ep1,part,0.02615662395278691
Ep1,love,0.02615662395278691
Ep1,mal,0.02615662395278691
Ep1,mean,0.02615662395278691
Ep1,feel,0.02615662395278691
Ep1,everyone,0.02615662395278691
Ep1,scene,0.02615662395278691
Ep1,come,0.02615662395278691
Ep1,last,0.02615662395278691
Ep1,least,0.02615662395278691
Ep1,hoping,0.02634539846605449
Ep1,else,0.02634539846605449
Ep1,imo,0.02634539846605449
Ep1,budget,0.02666108826000175
Ep1,favorite,0.02666108826000175
Ep1,find,0.02666108826000175
Ep1,forward,0.02666108826000175
Ep1,va,0.02744630622869462
Ep1,boku,0.02744630622869462
Ep1,join,0.02744630622869462
Ep1,read,0.02796124454769405
Ep1,crazy,0.02796124454769405
Ep1,there,0.02796124454769405
Ep1,isnt,0.02796124454769405
Ep1,rest,0.02796124454769405
Ep1,something,0.02796124454769405
Ep1,story,0.02796124454769405
Ep1,animated,0.02796124454769405
Ep1,honestly,0.02796124454769405
Ep1,another,0.02796124454769405
Ep1,enjoy,0.02796124454769405
Ep1,easily,0.028399269513842296
Ep1,chose,0.028399269513842296
Ep1,begin,0.028399269513842296
Ep1,watched,0.028399269513842296
Ep1,hate,0.028557691482945017
Ep1,actual,0.028557691482945017
Ep1,compared,0.028557691482945017
Ep1,itoshi,0.028557691482945017
Ep1,world,0.029899658907222557
Ep1,real,0.029899658907222557
Ep1,ppl,0.030364647208302214
Ep1,spoiled,0.030364647208302214
Ep1,cast,0.030364647208302214
Ep1,way,0.03051606127825139
Ep1,next,0.03051606127825139
Ep1,player,0.03051606127825139
Ep1,would,0.03051606127825139
Ep1,end,0.03051606127825139
Ep1,set,0.030635185259623544
Ep1,glad,0.030635185259623544
Ep1,stay,0.030727756462356683
Ep1,happen,0.030727756462356683
Ep1,looking,0.0319933059120021
Ep1,take,0.03262145197230972
Ep1,sure,0.03262145197230972
Ep1,especially,0.03262145197230972
Ep1,could,0.03262145197230972
Ep1,kinda,0.03262145197230972
Ep1,different,0.03293174808256811
Ep1,seem,0.03293174808256811
Ep1,cup,0.03341579737189539
Ep1,rather,0.03341579737189539
Ep1,yall,0.03426922977953402
Ep1,best,0.034875498603715874
Ep1,nothing,0.034875498603715874
Ep1,shit,0.034875498603715874
Ep1,hype,0.034875498603715874
Ep1,got,0.034875498603715874
Ep1,frame,0.034875498603715874
Ep1,say,0.03488293539175965
Ep1,day,0.03488293539175965
Ep1,worse,0.03488293539175965
Ep1,development,0.03549908689230287
Ep1,expectation,0.03549908689230287
Ep1,havent,0.03549908689230287
Ep1,room,0.03549908689230287
Ep1,design,0.036595074971592825
Ep1,art,0.03676222231154825
Ep1,yes,0.03676222231154825
Ep1,studio,0.03676222231154825
Ep1,point,0.0372816593969254
Ep1,whole,0.0372816593969254
Ep1,seems,0.0372816593969254
Ep1,second,0.0372816593969254
Ep1,also,0.0372816593969254
Ep1,seen,0.037325523564002455
Ep1,quality,0.037325523564002455
Ep1,bachira,0.037325523564002455
Ep1,drawing,0.03840969557794585
Ep1,didnt,0.03923493592918036
Ep1,thats,0.03923493592918036
Ep1,doesnt,0.03923493592918036
Ep1,game,0.03923493592918036
Ep1,right,0.03923493592918036
Ep1,looked,0.03923493592918036
Ep1,yeah,0.03923493592918036
Ep1,let,0.03923493592918036
Ep1,ill,0.03951809769908173
Ep1,ego,0.03986621187629674
Ep1,long,0.03998076807612302
Ep1,coming,0.03998076807612302
Ep1,arc,0.03998076807612302
Ep1,trailer,0.04048619627773629
Ep1,already,0.04194186682154107
Ep1,watching,0.04194186682154107
Ep1,decent,0.04259890427076344
Ep1,always,0.043594373254644846
Ep1,finally,0.043594373254644846
Ep1,getting,0.043594373254644846
Ep1,going,0.043594373254644846
Ep1,watch,0.04484948836083384
Ep1,ed,0.045743843714491035
Ep1,itll,0.045743843714491035
Ep1,complain,0.046104447315595355
Ep1,thing,0.046602074246156755
Ep1,need,0.046602074246156755
Ep1,hope,0.046602074246156755
Ep1,though,0.04795381058010933
Ep1,style,0.04798995886800315
Ep1,reo,0.04798995886800315
Ep1,guy,0.04983276484537093
Ep1,start,0.05126228167077243
Ep1,gonna,0.05126228167077243
Ep1,people,0.05126228167077243
Ep1,actually,0.05231324790557382
Ep1,nagi,0.05481604132990802
Ep1,picked,0.05489261245738924
Ep1,tryout,0.05489261245738924
Ep1,want,0.0559224890953881
Ep1,lol,0.0566726852310383
Ep1,confused,0.05687840516973671
Ep1,opening,0.05847764540081692
Ep1,well,0.06103212255650278
Ep1,cant,0.06103212255650278
Ep1,better,0.06103212255650278
Ep1,manga,0.06103212255650278
Ep1,japan,0.06478259429898221
Ep1,lot,0.06524290394461944
Ep1,rin,0.06539155988196726
Ep1,ep,0.06539155988196726
Ep1,great,0.06539155988196726
Ep1,wait,0.06539155988196726
Ep1,fine,0.06586349616513622
Ep1,complaining,0.06913745204030254
Ep1,bad,0.06975099720743175
Ep1,go,0.06975099720743175
Ep1,setup,0.07319014994318565
Ep1,know,0.07411043453289624
Ep1,think,0.07411043453289624
Ep1,bit,0.07846987185836073
Ep1,selection,0.08233891868608385
Ep1,much,0.08718874650928969
Ep1,one,0.08718874650928969
Ep1,dont,0.08718874650928969
Ep1,make,0.08854394106769783
Ep1,op,0.09148768742898207
Ep1,top,0.09468225320620476
Ep1,anime,0.09590762116021866
Ep1,character,0.09590762116021866
Ep1,get,0.09590762116021866
Ep1,time,0.09590762116021866
Ep1,show,0.09786435591692919
Ep1,new,0.10131213538800665
Ep1,even,0.10462649581114764
Ep1,match,0.10462649581114764
Ep1,look,0.10898593313661212
Ep1,back,0.12206424511300557
Ep1,im,0.12642368243847005
Ep1,really,0.13078311976393453
Ep1,still,0.135142557089399
Ep1,team,0.1395019944148635
Ep1,isagi,0.1395019944148635
Ep1,first,0.15693974371672145
Ep1,good,0.1700180556931149
Ep1,see,0.1700180556931149
Ep1,lock,0.17437749301857938
Ep1,like,0.18309636766950835
Ep1,blue,0.18745580499497283
Ep1,season,0.23976905290054665
Ep1,episode,0.2572068022024046
Ep1,animation,0.3138794874334429
Ep2,update,0.004107574288534631
Ep2,httpsimgurcomamanrqo,0.004107574288534631
Ep2,topic,0.004107574288534631
Ep2,high,0.004107574288534631
Ep2,malbadge,0.004107574288534631
Ep2,fmmatron,0.004107574288534631
Ep2,longer,0.004107574288534631
Ep2,httpsimgurcomatzbq,0.004107574288534631
Ep2,httpsimgurcomansutgkk,0.004107574288534631
Ep2,httpsimgurcomannzke,0.004107574288534631
Ep2,httpsimgurcomarsqzlso,0.004107574288534631
Ep2,httpsimgurcomaopmbp,0.004107574288534631
Ep2,kekeke,0.004107574288534631
Ep2,salvation,0.004107574288534631
Ep2,repetitive,0.004107574288534631
Ep2,ranked,0.004107574288534631
Ep2,httpsimgurcomaxhyxqt,0.004107574288534631
Ep2,bunkasai,0.004107574288534631
Ep2,ticket,0.004107574288534631
Ep2,behold,0.004107574288534631
Ep2,httpsimgurcomauiueljd,0.004107574288534631
Ep2,loved,0.004390967633546607
Ep2,hide,0.004390967633546607
Ep2,awesomeness,0.004390967633546607
Ep2,harassing,0.004390967633546607
Ep2,psychic,0.004390967633546607
Ep2,posted,0.004390967633546607
Ep2,especially,0.004390967633546607
Ep2,testicle,0.004390967633546607
Ep2,offline,0.004390967633546607
Ep2,fatamorganacalledworldthing,0.004390967633546607
Ep2,oh,0.004390967633546607
Ep2,seek,0.004390967633546607
Ep2,sensitive,0.004390967633546607
Ep2,andor,0.004390967633546607
Ep2,nicely,0.004390967633546607
Ep2,start,0.004390967633546607
Ep2,likely,0.004390967633546607
Ep2,third,0.004390967633546607
Ep2,brazilian,0.004390967633546607
Ep2,abusive,0.004390967633546607
Ep2,side,0.004390967633546607
Ep2,newbie,0.004390967633546607
Ep2,controversial,0.004390967633546607
Ep2,derogatory,0.004390967633546607
Ep2,devolve,0.004390967633546607
Ep2,anyway,0.0046953716345406755
Ep2,final,0.0046953716345406755
Ep2,past,0.0046953716345406755
Ep2,everything,0.0046953716345406755
Ep2,without,0.0046953716345406755
Ep2,become,0.0046953716345406755
Ep2,mention,0.005024153002565187
Ep2,extra,0.005024153002565187
Ep2,upcoming,0.005024153002565187
Ep2,gotta,0.005024153002565187
Ep2,previous,0.005024153002565187
Ep2,style,0.005024153002565187
Ep2,despite,0.005024153002565187
Ep2,away,0.005024153002565187
Ep2,saying,0.005024153002565187
Ep2,saw,0.005024153002565187
Ep2,scored,0.005024153002565187
Ep2,ball,0.005024153002565187
Ep2,youre,0.005381558697497783
Ep2,yall,0.005381558697497783
Ep2,asf,0.005381558697497783
Ep2,shine,0.005381558697497783
Ep2,mind,0.005381558697497783
Ep2,news,0.005381558697497783
Ep2,turn,0.005381558697497783
Ep2,future,0.005381558697497783
Ep2,follower,0.005381558697497783
Ep2,forgot,0.005381558697497783
Ep2,plan,0.005381558697497783
Ep2,ok,0.005381558697497783
Ep2,etc,0.005381558697497783
Ep2,supposed,0.005381558697497783
Ep2,long,0.005381558697497783
Ep2,expect,0.005381558697497783
Ep2,recom,0.005381558697497783
Ep2,line,0.005381558697497783
Ep2,beginning,0.005381558697497783
Ep2,sense,0.005381558697497783
Ep2,run,0.005381558697497783
Ep2,httpswwinstagramcomotakuweekigshemkyqntvtnxlh,0.005381558697497783
Ep2,chance,0.005381558697497783
Ep2,clear,0.005381558697497783
Ep2,insta,0.005381558697497783
Ep2,vibe,0.005773052341497642
Ep2,id,0.005773052341497642
Ep2,dialogue,0.005773052341497642
Ep2,content,0.005773052341497642
Ep2,however,0.005773052341497642
Ep2,use,0.005773052341497642
Ep2,happy,0.005773052341497642
Ep2,couldve,0.005773052341497642
Ep2,choice,0.005773052341497642
Ep2,honest,0.005773052341497642
Ep2,huge,0.005773052341497642
Ep2,person,0.005773052341497642
Ep2,scoring,0.005773052341497642
Ep2,thanks,0.005773052341497642
Ep2,listmanga,0.005773052341497642
Ep2,surprise,0.005773052341497642
Ep2,effort,0.005773052341497642
Ep2,taste,0.005773052341497642
Ep2,favourite,0.005773052341497642
Ep2,must,0.005773052341497642
Ep2,goosebump,0.005773052341497642
